template_id,segment_id,lifecycle_stage,goal,theme,tone_preferences,hook_used,feature_reference,content_english,content_hindi
TPL-B0BC6B95,S9,paid,Increase leaderboard engagement • deepening engagement & retention,Loss Avoidance,"Encouraging, Growth-focused",Retention (D31+),Leaderboard,You're one step closer to the top! Keep pushing to achieve your goal.,आपकी जगह सिर्फ एक स्थान बची है! आगे बढ़ने के लिए प्रयास करें और अपने लक्ष्य को प्राप्त करने के लिए प्रेरित रहें।
TPL-14268F69,S9,paid,Increase leaderboard engagement • deepening engagement & retention,Loss Avoidance,"Encouraging, Growth-focused",Retention (D31+),Leaderboard,Your progress matters! Keep moving forward to stay ahead of the competition.,आपकी प्रगति महत्वपूर्ण है! आगे बढ़ने के लिए प्रयास करें और प्रतिस्पर्धियों से आगे रहने के लिए प्रेरित रहें।
TPL-F6EAA3B2,S9,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Loss Avoidance,"Encouraging, Growth-focused",D31+ Retention,Leaderboard,Don't let your streak slip away! Get back on track and reclaim your spot on the leaderboard.,अपनी स्ट्रीक को वापस लाएं! अपने स्थान को फिर से प्राप्त करें और लीडरबोर्ड पर वापस आइए।
TPL-4EA21D09,S9,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Loss Avoidance,"Encouraging, Growth-focused",D31+ Retention,Recovering Lost Habits,Recover your lost habits and start fresh! Our tools will help you get back on track.,अपने खोए हुए आदतों को वापस पाएं और शुरू करें! हमारे उपकरण आपको फिर से ट्रैक पर लाएंगे।
TPL-3FCDAEE3,S9,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Loss Avoidance,"Encouraging, Growth-focused",D31+ Retention,Re-engagement,Re-engage with our community and get back to what matters! Join the movement and start achieving your goals.,हमारी समुदाय से फिर से जुड़ें और अपने लक्ष्यों की ओर बढ़ें! आंदोलन में शामिल हों और अपने लक्ष्यों को प्राप्त करें।
TPL-623D7476,S9,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Loss Avoidance,"Encouraging, Growth-focused",D31+ Retention,Leaderboard Progress,Track your progress and stay motivated! See how far you've come and what's next on your journey.,अपने प्रगति को ट्रैक करें और प्रेरित रहें! देखें कि आप कहाँ आए हैं और आपके यात्रा के अगले कदम क्या हैं।
TPL-FE823041,S9,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Loss Avoidance,"Encouraging, Growth-focused",D31+ Retention,Exclusive Offers,Exclusive offers just for you! Unlock special rewards and take your progress to the next level.,विशेष ऑफर्स आपके लिए! विशेष पुरस्कारों को अंकित करें और अपने प्रगति को अगले स्तर पर लाएं।
TPL-8CBE3117,S9,trial,Increase leaderboard engagement • rapid adoption & habit formation,Loss Avoidance,"Encouraging, Growth-focused",D31: Retention,Daily Challenges,Don't let the streak slip away! Complete your daily challenges to stay on top of the leaderboard.,अपनी दैनिक चुनौतियों को पूरा करें और लीडरबोर्ड पर शीर्ष पर रहें.
TPL-D1F868E0,S9,trial,Increase leaderboard engagement • rapid adoption & habit formation,Loss Avoidance,"Encouraging, Growth-focused",D31: Retention,Leaderboard Progress,See how far you've come! Track your progress on the leaderboard and keep pushing to reach the top.,आपका प्रगति को देखें! लीडरबोर्ड पर अपनी प्रगति को ट्रैक करें और शीर्ष पर पहुंचने के लिए आगे बढ़ें।
TPL-4054C965,S9,trial,Increase leaderboard engagement • rapid adoption & habit formation,Loss Avoidance,"Encouraging, Growth-focused",D31: Retention,Reward for Consistency,Stay consistent and earn rewards! Complete your daily challenges to unlock exclusive rewards.,नियमित रहें और पुरस्कार प्राप्त करें! दैनिक चुनौतियों को पूरा करने से विशेष पुरस्कारों को सुरक्षित करें।
TPL-9F3AB488,S9,trial,Increase leaderboard engagement • rapid adoption & habit formation,Loss Avoidance,"Encouraging, Growth-focused",D31: Retention,Leaderboard Stats,Get the stats you need to dominate the leaderboard! Track your progress and identify areas for improvement.,लीडरबोर्ड की स्टैट्स को देखें! अपनी प्रगति को ट्रैक करें और सुधार के क्षेत्रों की पहचान करें।
TPL-8487CAD8,S9,trial,Increase leaderboard engagement • rapid adoption & habit formation,Loss Avoidance,"Encouraging, Growth-focused",D31: Retention,Community Support,Join the community that's helping you reach the top! Get support and motivation from fellow players.,सामुदायिक समर्थन में शामिल हो जो आपको शीर्ष पर पहुंचने में मदद कर रहा है! दूसरे खिलाड़ियों से समर्थन और प्रेरणा प्राप्त करें।
TPL-CEC3B56A,S9,inactive,Increase leaderboard engagement • compelling return value proposition,Loss Avoidance,"Encouraging, Growth-focused",D31: Retention,Leaderboard,Don't let your progress slip away! Get back on track and reclaim your spot on the leaderboard.,"अपनी प्रगति को वापस लेने के लिए, अपने स्थान को फिर से प्राप्त करें और लीडरबोर्ड पर वापस आइए।"
TPL-0D101586,S9,inactive,Increase leaderboard engagement • compelling return value proposition,Loss Avoidance,"Encouraging, Growth-focused",D31: Retention,Rewards,Unlock exclusive rewards and take your gameplay to the next level!,विशेष पुरस्कारों को अंकित करें और अपने खेल को अगले स्तर तक ले जाएं!
TPL-B1AD7D9C,S9,inactive,Increase leaderboard engagement • compelling return value proposition,Loss Avoidance,"Encouraging, Growth-focused",D31: Retention,Challenges,Join the challenge and show the world what you're made of! Beat your friends and rise to the top.,चैलेंज में शामिल हों और दुनिया को दिखाएं कि आप क्या बने हैं! अपने दोस्तों को हराएं और टॉप पर पहुंचें।
TPL-BA199E49,S9,inactive,Increase leaderboard engagement • compelling return value proposition,Loss Avoidance,"Encouraging, Growth-focused",D31: Retention,Leaderboard,See how you stack up against the best players in the game. Get back in the game and reclaim your spot!,खेल के सर्वश्रेष्ठ खिलाड़ियों के खिलाफ अपनी स्थिति को देखें। अपने स्थान को फिर से प्राप्त करें और वापस आइए!
TPL-30303C2D,S9,inactive,Increase leaderboard engagement • compelling return value proposition,Loss Avoidance,"Encouraging, Growth-focused",D31: Retention,Progress,Don't let your progress disappear! Get back on track and keep climbing the ranks.,अपनी प्रगति को दूर नहीं होने दें! अपने स्थान को फिर से प्राप्त करें और रैंक्स में चढ़ते रहें।
TPL-5A1B4CD9,S3,paid,Increase leaderboard engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Unlock Exclusive Rewards,Leaderboard Top Performers,You're on a roll! Unlock exclusive rewards for consistently ranking high on the leaderboard.,आपकी लगातार टॉप रैंकिंग के लिए विशेष पुरस्कारों का स्वागत है!
TPL-6C31F85F,S3,paid,Increase leaderboard engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Level Up Your Game,Daily Challenges,Take your gameplay to the next level with daily challenges that will put your skills to the test.,"अपने खेल को अगले स्तर तक ले जाएं दैनिक चुनौतियों के साथ, जो आपकी कौशल को परीक्षण के लिए मजबूर करेंगी।"
TPL-9C5C99B1,S3,paid,Increase leaderboard engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Join the Leaderboard Elite,Ranking System,Join the ranks of the top performers and experience the thrill of competition like never before.,टॉप प्रदर्शनकारियों के साथ शामिल हों और प्रतिस्पर्धा की उत्तेजा को कभी पहले नहीं देखें।
TPL-18DCEAA7,S3,paid,Increase leaderboard engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Unleash Your Potential,Personalized Coaching,Get personalized coaching to help you unlock your full potential and take your gameplay to new heights.,"अपने पूर्ण संभावनाओं को खोलें व्यक्तिगत कोचिंग के साथ, जो आपको अपने खेल को नए ऊंचाइयों तक ले जाएंगी।"
TPL-588278EA,S3,paid,Increase leaderboard engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Be the Best of the Best,Leaderboard Stats,Track your progress and stay on top of the leaderboard with our exclusive stats and insights.,अपने प्रगति को ट्रैक करें और टॉप प्रदर्शनकारियों के साथ शामिल हों हमारे विशेष स्टैट्स और विश्लेषण के साथ।
TPL-F89F9999,S3,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",Exclusive offer for top performers,Leaderboard ranking,Reclaim your spot at the top! Get 10% off your next purchase with code RECLAIM10,अपने स्थान को फिर से प्राप्त करें! कोड RECLAIM10 के साथ 10% की छूट प्राप्त करें
TPL-10322107,S3,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",Unlock your potential,Habit recovery,Take the first step towards regaining your lost habits. Get expert guidance and support to help you succeed,अपने खोए हुए आदतों को पुनः प्राप्त करने के लिए पहला कदम उठाएं। विशेषज्ञ मार्गदर्शन और समर्थन के साथ सफल होने की मदद मिलेगी
TPL-62D74B07,S3,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",Join the challenge,Community engagement,Be part of a community that's pushing boundaries and achieving greatness. Join our leaderboard challenge and get ready to level up,बुनियादी सीमाओं को पार करने वाली एक समुदाय में शामिल हों। हमारे लीडरबोर्ड चैलेंज में भाग लें और तैयार हो जाएं अपने स्तर को बढ़ाने के लिए
TPL-7F1F39F5,S3,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",Get back on track,Progress tracking,View your progress and stay motivated. See how far you've come and set new goals to continue your success,अपनी प्रगति देखें और प्रेरित रहें। देखें कि आप कितने आगे बढ़े हैं और नए लक्ष्य निर्धारित करें जो आपकी सफलता को जारी रखने में मदद करेंगे
TPL-E7958145,S3,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",Exclusive content for top performers,Reward system,Unlock exclusive content and rewards. Get ready to experience the best of our app with a special offer just for you,"अधिकांश प्रदर्शनकारियों के लिए विशेष सामग्री और पुरस्कारों को सुरक्षित करें। आपके लिए एक विशेष प्रस्ताव के साथ, हमारे ऐप का सर्वश्रेष्ठ अनुभव अनुभव करें"
TPL-104C8830,S3,trial,Increase leaderboard engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Unlock Exclusive Leaderboard Rewards,Exclusive Leaderboard Badges,Boost your leaderboard ranking and claim exclusive rewards!,अपने लीडरबोर्ड रैंकिंग को बढ़ाएं और विशेष पुरस्कारों का लाभ उठाएं!
TPL-BCC36F0E,S3,trial,Increase leaderboard engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Join the Top 10 Leaders Today!,Leaderboard Rankings,Get closer to the top spot and join the league of elite players!,ताज़ह नंबर 10 में शामिल हों और शीर्ष खिलाड़ियों की सेना में शामिल हों!
TPL-02FA80E8,S3,trial,Increase leaderboard engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Level Up Your Game!,Leveling System,Take your gameplay to the next level and unlock new challenges!,अपने खेल को अगले स्तर तक ले जाएं और नए चुनौतियों को खुलासा करें!
TPL-92FA46E6,S3,trial,Increase leaderboard engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Be the First to Claim Your Badge!,Exclusive Badges,Get your hands on exclusive badges and show off your skills!,विशेष बैज का लाभ उठाएं और अपनी क्षमताओं का प्रदर्शन करें!
TPL-5869DF23,S3,trial,Increase leaderboard engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Rise to the Challenge!,Daily Challenges,Take on daily challenges and rise through the ranks to become a leader!,दैनिक चुनौतियों का सामना करें और रैंक में ऊपर उठकर शीर्ष खिलाड़ी बनें!
TPL-67EBAB8A,S3,inactive,Increase leaderboard engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Unlock Exclusive Rewards,Leaderboard Challenges,Boost your ranking and claim your spot on the leaderboard! Complete daily challenges and earn exclusive rewards.,अपनी स्थिति को सुधारें और लीडरबोर्ड चैलेंज में भाग लें! दैनिक चैलेंज पूरा करें और विशेष पुरस्कार प्राप्त करें.
TPL-F4AFAB0F,S3,inactive,Increase leaderboard engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Join the Top 10,Leaderboard Progress,See how you're progressing on the leaderboard! Get insights to improve your ranking and take your game to the next level.,लीडरबोर्ड पर आपकी प्रगति देखें! अपनी स्थिति को बेहतर बनाने के लिए विश्लेषण और अगले स्तर पर ले जाएं.
TPL-400F93EF,S3,inactive,Increase leaderboard engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Get Ready for the Next Challenge,Upcoming Leaderboard Events,Stay ahead of the competition with our upcoming leaderboard events! Register now and get ready to take on the best.,प्रतिस्पर्धियों से आगे रहें! आगामी लीडरबोर्ड इवेंट्स के लिए रजिस्टर करें और सबसे अच्छे को हराने के लिए तैयार रहें।
TPL-CB0CEB85,S3,inactive,Increase leaderboard engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Your Turn to Shine,Leaderboard Achievements,Unlock your full potential and shine on the leaderboard! Earn achievements and badges to boost your ranking.,अपनी पूरी क्षमता को खुलासा करें और लीडरबोर्ड पर चमकें! उपलब्धि और बैज प्राप्त करें और अपनी स्थिति को बढ़ाएं.
TPL-F8DFEF81,S3,inactive,Increase leaderboard engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Don't Miss Out on Exclusive Rewards,Limited-Time Leaderboard Offers,"Don't miss out on our exclusive rewards and leaderboard offers! Limited time only, so act fast and claim your rewards.",सीमित समय के लिए! अपने विशेष पुरस्कार और लीडरबोर्ड ऑफरों का लाभ उठाएं। तुरंत कार्रवाई करें और अपने पुरस्कार का दावा करें.
TPL-12F1DAD2,S2,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Unlock Exclusive AI Tutoring Content,New AI-powered video lessons,Boost your AI skills with our latest video lessons! Get instant access to exclusive content and take your learning to the next level.,अपनी AI कौशलों को बढ़ाएं साथ हमारे नवीनतम वीडियो शिक्षा सामग्री के साथ! तत्काल पहुंच प्राप्त करें और अपनी सीखने की गुणवत्ता को अगले स्तर तक ले जाएं.
TPL-98491F49,S2,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Join the Top 1% of AI Tutors,Personalized AI tutor feedback,Join the ranks of the top 1% of AI tutors and receive personalized feedback on your teaching skills. Take your tutoring to the next level with our expert guidance.,सबसे अच्छे 1% के शिक्षकों के रैंक में शामिल हों और अपनी शिक्षण कौशलों पर व्यक्तिगत फीडबैक प्राप्त करें। अपने शिक्षण को अगले स्तर तक ले जाएं हमारे विशेषज्ञ मार्गदर्शन के साथ.
TPL-5E7F45B6,S2,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Unlock AI Tutoring Badges,Earn badges for completing lessons,Earn badges for completing our AI-powered video lessons and showcase your skills to the world. Unlock new badges and take your confidence to the next level.,हमारे AI संचारित वीडियो शिक्षा कक्षाओं को पूरा करने पर बैज प्राप्त करें और अपनी कौशलों को दुनिया के सामने प्रदर्शित करें। नए बैज को प्राप्त करें और अपनी आत्मविश्वास को अगले स्तर तक ले जाएं.
TPL-6A50AE3B,S2,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Get Exclusive AI Tutoring Discounts,Limited-time discounts on premium content,Get exclusive discounts on our premium AI-powered video lessons and take your learning to the next level. Don't miss out on these limited-time offers!,हमारे प्रीमियम AI संचारित वीडियो शिक्षा कक्षाओं पर सीमित समय के लिए विशेष छूट प्राप्त करें और अपनी सीखने की गुणवत्ता को अगले स्तर तक ले जाएं। इन ऑफर्स को मिस न करें!
TPL-2CAE6DA7,S2,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Join the AI Tutoring Community,Connect with top AI tutors,Join our community of top AI tutors and connect with like-minded individuals who share your passion for AI education. Take your learning to the next level with our expert guidance.,हमारे समुदाय में शीर्ष AI शिक्षकों के साथ जुड़ें और अपने जुनून के लिए समर्थित व्यक्तियों के साथ जुड़ें। अपनी सीखने की गुणवत्ता को अगले स्तर तक ले जाएं हमारे विशेषज्ञ मार्गदर्शन के साथ.
TPL-539F8B21,S2,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",Limited Time Offer: Unlock Exclusive AI Tutor Content,New AI-powered lessons and exercises,Don't miss out! Get instant access to our premium AI tutor content for a limited time. Reclaim your momentum and boost your skills!,सीमित समय के लिए एक्सक्लुसिव AI ट्यूटर सामग्री को खुलासा करें
TPL-C2E1475C,S2,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",Recover Your Lost Streak: Get Back on Track,Track your progress and adjust your schedule,Recover your lost streak and get back on track with our AI-powered tutor. Adjust your schedule and track your progress to achieve your goals!,खोए हुए स्ट्रीक को पुनर्स्थापित करें: अपने लक्ष्यों को प्राप्त करने के लिए अपने समय को संशोधित करें
TPL-5B4FC4F3,S2,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",Unlock Your Full Potential: Exclusive AI Tutor Content,New AI-powered lessons and exercises,Unlock your full potential with our exclusive AI tutor content. Get instant access to premium lessons and exercises to boost your skills and confidence!,अपने पूरे संभावनाओं को खोलें: एक्सक्लुसिव AI ट्यूटर सामग्री का लाभ उठाएं
TPL-2FFDCE66,S2,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",Don't Let Churn Happen: Stay Engaged,Personalized AI-powered tutor recommendations,Don't let churn happen! Stay engaged with our personalized AI-powered tutor recommendations. Get back on track and achieve your goals!,चर्न होने दें नहीं: व्यक्तिगत AI ट्यूटर सिफारिशें के साथ जुड़ें
TPL-82719E51,S2,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",Get Back to Winning: Exclusive AI Tutor Content,New AI-powered lessons and exercises,Get back to winning with our exclusive AI tutor content. Get instant access to premium lessons and exercises to boost your skills and confidence!,विजेता बनने के लिए वापस आ जाएं: एक्सक्लुसिव AI ट्यूटर सामग्री का लाभ उठाएं
TPL-518345EF,S2,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Unlock Exclusive AI Tutor Content,New AI-powered lesson plans,Boost your AI skills & achieve more with our latest lesson plans! Get started now and take your learning to the next level.,अपनी AI कौशल बढ़ाएं और अधिक हासिल करें! हमारे नए शिक्षण योजनाओं के साथ शुरू करें और अपनी सीखने की क्षमता को अगले स्तर तक ले जाएं.
TPL-A9059C79,S2,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Get Ready for a Boost in AI Tutor Engagement,Personalized AI coaching sessions,Unlock the full potential of AI tutoring with our personalized coaching sessions! Stay on track and achieve your goals with our expert guidance.,एआई ट्यूटरिंग के पूर्ण संभाव्यता को खोलें! हमारे व्यक्तिगत कोचिंग सेशनों के साथ अपने लक्ष्यों को प्राप्त करें और हमारे विशेषज्ञ मार्गदर्शन के साथ आगे बढ़ें।
TPL-5D352444,S2,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Take Your AI Skills to the Next Level,Advanced AI-powered tools,Elevate your AI skills with our cutting-edge tools! Stay ahead of the curve and achieve more with our expert-designed solutions.,एआई कौशल को अगले स्तर तक ले जाएं! हमारे कutting-edge टूल्स के साथ अपने AI कौशल को बढ़ाएं और हमारे विशेषज्ञ डिज़ाइन किए गए समाधानों के साथ आगे बढ़ें।
TPL-4353923C,S2,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Join the AI Tutoring Community Today,Connect with like-minded learners,"Be part of a community that's passionate about AI tutoring! Connect with like-minded learners, share knowledge, and grow together.","आज एआई ट्यूटरिंग समुदाय में शामिल हों! जैसे ही सोच के समान विचारशील सीखने वालों के साथ जुड़ें, ज्ञान साझा करें और एक साथ बढ़ें।"
TPL-2EA07211,S2,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Unlock Exclusive Discounts for Trial Users,Limited-time offers on AI-powered courses,"As a trial user, unlock exclusive discounts on our AI-powered courses! Don't miss out on this opportunity to boost your skills and achieve more.",त्रायी उपयोगकर्ताओं के लिए विशेष छूट को खोलें! हमारे एआई-शक्ति पूर्ण कोर्सों पर सीमित समय के लिए पेशेवर ऑफर्स का लाभ उठाएं और अपने कौशल को बढ़ाएं और अधिक हासिल करें.
TPL-60B8CC58,S2,inactive,Increase ai_tutor engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Unlock Exclusive AI-powered Learning Resources,AI Tutor,"Re-engage with AI Tutor and unlock access to premium learning materials, tailored to your learning style.",अपने शिक्षण शैली के अनुसार प्रीमियम शिक्षण सामग्री तक पहुंच प्राप्त करें और AI ट्यूटर से फिर से जुड़ें।
TPL-91FFBEE9,S2,inactive,Increase ai_tutor engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Boost Your AI Skills with Personalized Feedback,AI Tutor,Get instant feedback on your AI projects and track your progress with our personalized coaching.,अपने AI परियोजनाओं पर तुरंत फीडबैक प्राप्त करें और अपनी प्रगति को व्यक्तिगत मार्गदर्शन के साथ ट्रैक करें।
TPL-444DE640,S2,inactive,Increase ai_tutor engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Join a Community of AI Enthusiasts,AI Tutor,"Connect with like-minded individuals, share knowledge, and stay updated on the latest AI trends.","अन्य AI प्रेमियों के साथ जुड़ें, ज्ञान साझा करें, और नवीनतम AI ट्रेंड्स के बारे में अपडेट प्राप्त करें।"
TPL-7552EA74,S2,inactive,Increase ai_tutor engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Unlock AI-powered Career Opportunities,AI Tutor,"Discover new career paths, get expert advice, and elevate your professional skills with AI Tutor.","नई करियर मार्गों को खोजें, विशेषज्ञ सलाह प्राप्त करें, और अपने पेशेवर कौशल को AI ट्यूटर के माध्यम से बढ़ाएं।"
TPL-2BA83F6C,S2,inactive,Increase ai_tutor engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Get Ahead of the Curve with AI-powered Learning,AI Tutor,"Stay ahead of the curve with AI-powered learning resources, designed to help you achieve your goals.","कurve पर आगे बढ़ें, AI संचालित शिक्षण सामग्री के साथ अपने लक्ष्यों को प्राप्त करने के लिए डिज़ाइन किए गए।"
TPL-29F328BE,S1,paid,Increase gamification engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Unlock Exclusive Rewards,Unlock Exclusive Rewards,You're one step closer to achieving your goals! Unlock exclusive rewards and take your progress to the next level.,आप अपने लक्ष्यों की दिशा में एक कदम आगे बढ़ रहे हैं! विशेष पुरस्कारों को स्वीकार करें और अपनी प्रगति को अगले स्तर तक लाएं.
TPL-CE636D1A,S1,paid,Increase gamification engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Your Progress Matters,Your Progress Matters,Every step counts! Celebrate your progress and stay motivated to reach your goals.,हर कदम महत्वपूर्ण है! अपनी प्रगति की पार्टी मनाएं और अपने लक्ष्यों की ओर बढ़ने के लिए प्रेरित रहें।
TPL-E78A895E,S1,paid,Increase gamification engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Level Up Your Game,Level Up Your Game,Take your gamification to the next level! Unlock new challenges and achievements to boost your engagement.,आपकी गेमिंग को अगले स्तर तक ले जाएं! नए चुनौतियों और उपलब्धियों को स्वीकार करें और अपनी भागीदारी को बढ़ाएं.
TPL-15135BA4,S1,paid,Increase gamification engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",You're Almost There,You're Almost There,You're so close to achieving your goals! Stay focused and motivated to reach the finish line.,आप अपने लक्ष्यों की ओर बहुत करीब हैं! ध्यान केंद्रित रखें और अपने लक्ष्यों को प्राप्त करने के लिए प्रेरित रहें।
TPL-E5C1D7AA,S1,paid,Increase gamification engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Unlock Your Potential,Unlock Your Potential,Unleash your inner champion! Unlock new features and benefits to take your gamification to the next level.,अपने अंदरूनी चैंपियन को खोलें! नए विशेषताओं और लाभों को स्वीकार करें और अपनी गेमिंग को अगले स्तर तक लाएं.
TPL-035B4AF8,S1,churned,Increase gamification engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",Get back on track!,Recover lost habits,"Hey, we've noticed you haven't been using our app lately. Want to get back on track and crush your goals?","नमस्ते, हमने देखा है कि आपके पास कुछ समय से हमारे ऐप का उपयोग नहीं किया गया है। अपने लक्ष्यों को पूरा करने के लिए वापस आइए और अपनी आदतों को फिर से शुरू करें!"
TPL-8BDA1E8C,S1,churned,Increase gamification engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",Unlock exclusive rewards!,Increase gamification engagement,You've got this! Unlock exclusive rewards and boost your engagement with our app. Get ready to level up!,आपकी ओर से बधाई! विशेष पुरस्कारों को अटैच करने के लिए आपके पास कुछ है! हमारे ऐप के साथ अपनी इंजीनियरिंग को बढ़ाएं और अपने प्रदर्शन को बेहतर बनाएं। तैयार हो जाएं अपने स्तर को बढ़ाने के लिए!
TPL-A54F2706,S1,churned,Increase gamification engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",Recover your progress!,Recover lost habits,Don't let your progress slip away! Recover your lost habits and get back on track with our app. You've got this!,आपके प्रगति को नहीं छोड़ने दें! अपनी खोए हुए आदतों को फिर से प्राप्त करें और हमारे ऐप के साथ वापस आइए। आपके पास यह है!
TPL-3E4D40E2,S1,churned,Increase gamification engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",Join the challenge!,Increase gamification engagement,Join the challenge and boost your engagement with our app! Get ready to compete with others and reach new heights.,चुनौती में शामिल हों और हमारे ऐप के साथ अपनी इंजीनियरिंग को बढ़ाएं! दूसरों के साथ प्रतिस्पर्धा करें और नए ऊंचाइयों तक पहुंचें।
TPL-6DC7AB8C,S1,churned,Increase gamification engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused","Get back on track, get exclusive benefits!",Recover lost habits,Get back on track and unlock exclusive benefits with our app! Boost your engagement and reach new heights.,वापसी पर आइए और विशेष लाभों को अटैच करें! हमारे ऐप के साथ अपनी इंजीनियरिंग को बढ़ाएं और नए ऊंचाइयों तक पहुंचें।
TPL-EB18B89C,S1,trial,Increase gamification engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Unlock Exclusive Rewards,Daily Challenges,Boost your progress and earn exclusive rewards by completing daily challenges!,दैनिक चुनौतियों को पूरा करने से अपनी प्रगति बढ़ाएं और विशेष पुरस्कार प्राप्त करें!
TPL-C5C51310,S1,trial,Increase gamification engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Level Up Your Game,Leaderboards,See how you rank and level up your game by competing with others!,अन्य लोगों के साथ प्रतिस्पर्धा करके अपनी खेल की स्तर बढ़ाएं और अपने रैंक को देखें!
TPL-B23ACF11,S1,trial,Increase gamification engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Get Ready for a Challenge,Quests,Take on a new quest and show off your skills!,नए क्वेस्ट को स्वीकार करें और अपनी क्षमताओं का प्रदर्शन करें!
TPL-36F3432F,S1,trial,Increase gamification engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Your Progress Matters,Habit Tracker,Track your progress and stay motivated to reach your goals!,अपनी प्रगति ट्रैक करें और अपने लक्ष्यों को प्राप्त करने के लिए प्रेरित रहें!
